,PensionYr1,PensionYr2,PensionYr3,PensionYr4,PensionYr5,PensionYr6,PensionYr7,PensionYr8,PensionYr9,PensionYr10
183,0.061035753,0.054030672,0.104763758,0.106607916,0.062011449,0.097753457,0.113217783,0.058155584,0.063873342,0.087246354
184,0.124048348,0.056008011,0.075137636,0.063219381,0.093425912,0.054938438,0.049532936,0.113560206,0.093906048,0.070120996
185,0.070646646,0.094178521,0.122107826,0.072981078,0.09681862,0.110949891,0.111357204,0.113609625,0.070801679,0.104468221
186,0.041110486,0.096607941,0.031507226,0.095385225,0.140369248,0.107822649,0.081461211,0.0627023,0.138686165,0.098867047
187,0.081746765,0.09887634,0.118796804,0.109088638,0.089647038,0.104291592,0.134668546,0.106870657,0.136900644,0.089715176
188,0.118928121,0.065069249,0.080840648,0.079846777,0.126542486,0.106738217,0.115014479,0.102877291,0.087274692,0.10247461
189,0.080397906,0.03449373,0.064585565,0.115269722,0.082340957,0.10322704,0.073761795,0.100224572,0.099796827,0.08267967
190,0.101167756,0.093135835,0.078079312,0.1384422,0.090558708,0.092040912,0.115548724,0.094411605,0.092694773,0.071947094
191,0.077225197,0.082810884,0.10388942,0.080120306,0.066811056,0.083728292,0.095413744,0.059550237,0.091954785,0.095009914
192,0.077360941,0.114275975,0.076614837,0.068076604,0.079340123,0.079353308,0.063340037,0.172965183,0.062372705,0.070347973
193,0.094585489,0.073193221,0.096971987,0.11237144,0.088181337,0.086381052,0.125367357,0.108867321,0.094743492,0.039456478
194,0.075526328,0.062071577,0.07563271,0.105606682,0.120523588,0.104298125,0.091764125,0.049411246,0.089127427,0.080894322
195,0.101187951,0.097961716,0.155967197,0.080496063,0.119093891,0.101814826,0.102789476,0.115456072,0.061952913,0.088178094
196,0.094560177,0.058415639,0.056834498,0.102836529,0.04897161,0.098224393,0.073124142,0.093919439,0.063623098,0.070367124
197,0.091446545,0.100485239,0.045971061,0.030447473,0.101088519,0.056655885,0.083811773,0.101309941,0.09546551,0.09519005
198,0.069460523,0.025389589,0.049716356,0.099011219,0.093713553,0.1195053,0.0945597,0.102339898,0.050254134,0.06281964
199,0.081402206,0.078322437,0.057191513,0.105775295,0.054534002,0.081632162,0.057646025,0.086764554,0.02908272,0.059400233
200,0.070477759,0.111095346,0.089731547,0.117537628,0.071781489,0.090408919,0.106434523,0.080568405,0.093381677,0.036458487
201,0.073554033,0.079827797,0.094331653,0.062816974,0.075626336,0.08241957,0.096806396,0.115872458,0.073191233,0.037088195
202,0.102260856,0.073203493,0.073101672,0.095184629,0.076416356,0.08814525,0.115112773,0.058145958,0.059050874,0.083194888
203,0.07927426,0.087273719,0.086481918,0.066315644,0.073883664,0.088281156,0.003779464,0.096853333,0.069637645,0.065391681
204,0.095485801,0.061434566,0.116452566,0.093956611,0.09773502,0.060819619,0.074123655,0.101512568,0.089466545,0.033429249
205,0.11977261,0.067477833,0.08324237,0.072790549,0.075084545,0.086260235,0.093817816,0.087024319,0.086979181,0.073994464
206,0.115744511,0.08498267,0.088083258,0.06708849,0.10868551,0.106090825,0.068178453,0.110510118,0.076929612,0.085276958
207,0.076578845,0.113926373,0.089835518,0.099659797,0.035191803,0.091737096,0.063934119,0.071892267,0.089657165,0.091768872
208,0.111773547,0.094399837,0.076106624,0.076679922,0.071255705,0.119642585,0.088422073,0.09522429,0.13123909,0.109253814
209,0.072999543,0.097514288,0.092994184,0.047136207,0.103840918,0.096118094,0.080831091,0.10254333,0.085407475,0.085491968
210,0.072655655,0.092491838,0.082935033,0.111290881,0.08370812,0.063349373,0.136112773,0.095598912,0.084243515,0.068005749
211,0.0539778,0.098368337,0.116899181,0.076798744,0.058827713,0.06245769,0.092727694,0.108461271,0.100513462,0.054244672
212,0.056554509,0.04338436,0.072595147,0.107788315,0.105576776,0.081813038,0.087275866,0.11200944,0.108502022,0.054605245
213,0.072221965,0.08341629,0.056955419,0.122172029,0.132006121,0.107703565,0.103601663,0.075034424,0.091198999,0.119802184
214,0.075006948,0.08479791,0.107936692,0.102789998,0.098098144,0.071451749,0.081042557,0.060655165,0.097112535,0.063253578
215,0.091598042,0.10541785,0.082853955,0.045187076,0.069938597,0.116619909,0.093048022,0.11436281,0.083270005,0.105266322
216,0.058664253,0.081616512,0.075989705,0.096678935,0.103377213,0.12359482,0.128725868,0.018145506,0.086538305,0.089463397
217,0.102566697,0.074981604,0.062578821,0.079495355,0.094697543,0.090587492,0.124996484,0.072462324,0.041982123,0.095128809
218,0.104536682,0.057950907,0.075928411,0.083535982,0.125917044,0.049746935,0.10150166,0.052734534,0.077069768,0.102252988
219,0.114921771,0.095721258,0.11403947,0.095892791,0.091038298,0.079961453,0.102216833,0.091781413,0.103105707,0.075202185
220,0.078529756,0.071142348,0.08745658,0.064800901,0.085293223,0.038286064,0.080715832,0.084452607,0.106784374,0.095798382
221,0.10765924,0.096223616,0.064815275,0.085907042,0.051069387,0.105982494,0.074254699,0.115156041,0.127594427,0.11648292
222,0.120418828,0.07568868,0.106443982,0.133531885,0.089099136,0.083625604,0.056971803,0.10937095,0.078128119,0.097147108
223,0.128033326,0.108574816,0.14306504,0.086477366,0.078703248,0.080691404,0.076200527,0.082102414,0.057898881,0.083761858
